Ball Speed,Ball Horizontal Line,Ball Length,Batsman Position,Ideal Shot
104.98095607205337,off stump,bouncer,0,Pull Shot
94.42141285965063,middle stump,full pitched,1,Slog
144.58637582367362,leg stump,yorker,0,Back-Foot Leg Glance
102.10779940242304,leg stump,good length,1,Leg Glance
95.28410587186427,middle stump,yorker,1,Straight Drive
118.84264748424236,middle stump,full pitched,1,Drive Straight
82.68318024772864,middle stump,short pitched,1,Upper Cut
142.19772826786357,leg stump,good length,0,Back-Foot Leg Glance
76.70955793117938,off stump,full pitched,0,Lofted Drive Off
158.81982429404655,middle stump,yorker,1,Straight Drive
139.50202923669917,middle stump,full pitched,0,Drive Straight
87.88441133807552,middle stump,short pitched,0,Upper Cut
70.49699054112422,off stump,full pitched,0,Lofted Drive Off
143.39152856093506,off stump,yorker,1,Block Shot Forward
133.61716094628554,middle stump,good length,1,Lofted On Drive
135.61064512368887,off stump,good length,1,Back-Foot Drive
139.41433120173514,middle stump,bouncer,1,Hook Shot
76.66401865606814,off stump,yorker,1,Block Shot Forward
102.26191556898453,leg stump,bouncer,1,Pull Shot
80.42821535726168,leg stump,bouncer,1,Pull Shot
147.67930832880342,off stump,short pitched,0,Cut
126.09683141448022,leg stump,yorker,1,Back-Foot Leg Glance
99.78082223673843,leg stump,good length,0,Leg Glance
75.72025152574213,leg stump,yorker,1,Back-Foot Leg Glance
97.9884089544096,middle stump,short pitched,0,Late Cut
99.26649898240723,off stump,yorker,0,Block Shot Forward
135.66455605042577,off stump,yorker,0,Block Shot Forward
127.38017242196918,off stump,bouncer,0,Pull Shot
149.8491468318694,leg stump,yorker,1,Leg Glance
112.49934326457543,middle stump,bouncer,1,Pull Shot
80.76348213444716,off stump,bouncer,1,Pull Shot
134.19203085006956,leg stump,full pitched,1,Drive On
138.47065437552078,middle stump,short pitched,1,Hook Shot
120.51494778125466,middle stump,bouncer,1,Pull Shot
139.3870461959105,off stump,yorker,1,Block Shot Forward
114.44160367279517,off stump,bouncer,1,Pull Shot
117.04595464437946,leg stump,bouncer,1,Pull Shot
108.47869165226948,off stump,bouncer,1,Pull Shot
72.28772140696857,leg stump,good length,1,Leg Glance
79.7102284293974,middle stump,good length,0,Drive Cover
72.82862671180608,middle stump,good length,0,Drive Cover
127.27693701374024,middle stump,good length,0,Drive Cover
98.2920382968694,middle stump,full pitched,0,Sweep
115.77136220482325,off stump,bouncer,0,Pull Shot
151.68098265334837,off stump,full pitched,1,Lofted Drive Off
92.43630062339875,leg stump,yorker,1,Leg Glance
106.93446307320667,leg stump,short pitched,0,Pull Shot
137.9996024688744,leg stump,full pitched,1,Lofted Drive On
90.59183489424602,leg stump,good length,0,Leg Glance
76.92819188459137,leg stump,good length,1,Leg Glance
96.07763076223912,middle stump,yorker,1,Straight Drive
84.5099158528604,middle stump,bouncer,0,Pull Shot
153.67278871083158,middle stump,short pitched,0,Hook Shot
142.73083416079754,leg stump,full pitched,0,Lofted Drive On
127.00633808593811,middle stump,bouncer,1,Pull Shot
148.4314531168946,middle stump,bouncer,0,Hook Shot
142.3304869209203,middle stump,full pitched,1,Drive Straight
86.79130529974323,middle stump,full pitched,1,Sweep
150.330309864098,off stump,full pitched,1,Lofted Drive Off
118.54080177240857,leg stump,full pitched,1,Drive On
142.66961396476563,leg stump,good length,0,Back-Foot Leg Glance
150.64821699311437,off stump,bouncer,0,Hook Shot
98.62031274746775,middle stump,bouncer,0,Pull Shot
79.9046732074909,middle stump,good length,0,Upper Cut
90.51416462877475,middle stump,bouncer,1,Pull Shot
108.43970097636307,leg stump,full pitched,0,Drive On
143.6213289330244,leg stump,short pitched,0,Pull Shot
147.4657524930709,leg stump,bouncer,0,Hook Shot
70.62569174780717,leg stump,short pitched,0,Pull Shot
115.96725723198091,leg stump,short pitched,1,Pull Shot
107.56699028339011,off stump,good length,1,Square Cut
89.98970294236572,leg stump,yorker,1,Leg Glance
80.78788306003145,middle stump,bouncer,1,Pull Shot
100.38536542632652,leg stump,good length,0,Leg Glance
154.86187335212674,off stump,good length,1,Back-Foot Drive
99.08826388186797,middle stump,short pitched,0,Late Cut
116.69115595690295,off stump,bouncer,0,Pull Shot
133.271706300566,middle stump,good length,0,Lofted On Drive
102.72666421413646,leg stump,full pitched,0,Lofted Drive On
157.46038744488646,off stump,good length,1,Back-Foot Drive
156.62025654479,middle stump,full pitched,1,Drive Straight
92.66040662428277,leg stump,yorker,0,Back-Foot Leg Glance
114.75236553031469,middle stump,full pitched,1,Drive Straight
97.07904788350928,off stump,full pitched,1,Drive Off
95.63564449397208,off stump,short pitched,0,Cut
73.31982526190795,off stump,good length,0,Square Cut
124.86079005819072,off stump,yorker,1,Block Shot Forward
115.24111209059754,leg stump,good length,0,Leg Glance
74.63308761249904,middle stump,full pitched,1,Sweep
95.07818178129503,leg stump,full pitched,0,Lofted Drive On
151.74392973699884,off stump,good length,0,Back-Foot Drive
91.56057016002751,middle stump,yorker,0,Straight Drive
83.04053848821007,off stump,yorker,0,Block Shot Forward
114.05074842498067,leg stump,short pitched,1,Pull Shot
158.70854086995405,leg stump,full pitched,1,Drive On
91.78497443603504,leg stump,full pitched,1,Drive On
130.49219926652907,middle stump,short pitched,1,Hook Shot
138.54576537958457,middle stump,good length,0,Lofted On Drive
91.38737895931597,off stump,full pitched,0,Lofted Drive Off
135.53947137506736,middle stump,good length,1,Lofted Straight Drive
103.10048194473279,middle stump,yorker,1,Straight Drive
126.90752475342215,leg stump,bouncer,1,Pull Shot
127.01767396848052,off stump,short pitched,1,Cut
118.21972156672825,leg stump,full pitched,1,Lofted Drive On
78.12607930489675,off stump,short pitched,0,Cut
145.17722460303142,off stump,yorker,1,Block Shot Forward
98.87020584745622,middle stump,yorker,1,Straight Drive
86.78666593598689,leg stump,yorker,0,Leg Glance
73.66976273992876,middle stump,yorker,0,Straight Drive
123.18036488694176,middle stump,bouncer,1,Pull Shot
130.98079256580542,middle stump,good length,1,Lofted Straight Drive
71.49290460350706,off stump,good length,1,Square Cut
116.08837524693529,leg stump,bouncer,0,Pull Shot
90.38461976781441,leg stump,good length,1,Leg Glance
128.0655511368505,middle stump,yorker,1,Straight Drive
85.69297861044923,off stump,good length,0,Square Cut
132.18439642922192,leg stump,short pitched,0,Pull Shot
104.80618116704836,leg stump,good length,0,Leg Glance
154.3056989863061,middle stump,short pitched,0,Hook Shot
82.3768849731394,off stump,full pitched,1,Lofted Drive Off
100.69597159452326,middle stump,short pitched,0,Late Cut
80.21261691165301,leg stump,short pitched,0,Pull Shot
153.22242564507064,off stump,yorker,0,Block Shot Forward
148.9605418042883,middle stump,yorker,1,Straight Drive
93.21474649436401,leg stump,yorker,0,Back-Foot Leg Glance
129.3985641430761,middle stump,short pitched,1,Upper Cut
143.54999801810942,middle stump,bouncer,0,Hook Shot
119.96807304395162,middle stump,yorker,1,Straight Drive
117.66855205204058,off stump,yorker,1,Block Shot Forward
91.76670618104065,leg stump,short pitched,1,Pull Shot
78.37924910253093,leg stump,full pitched,0,Lofted Drive On
150.7494182157994,leg stump,full pitched,1,Lofted Drive On
151.03762514469975,leg stump,good length,0,Back-Foot Leg Glance
126.97913115459411,off stump,full pitched,0,Lofted Drive Off
100.51268119438306,middle stump,yorker,1,Straight Drive
101.42886171513948,leg stump,bouncer,0,Pull Shot
135.33601109832153,off stump,good length,1,Back-Foot Drive
150.73992339573192,middle stump,bouncer,0,Hook Shot
149.83777818386056,off stump,bouncer,1,Hook Shot
140.18879912718614,off stump,yorker,0,Block Shot Forward
127.78284815388591,leg stump,short pitched,1,Pull Shot
77.5725968495544,leg stump,short pitched,0,Pull Shot
84.54658426851523,middle stump,short pitched,0,Late Cut
150.86987696743714,middle stump,full pitched,1,Drive Straight
124.57861536936309,leg stump,short pitched,0,Pull Shot
70.82773464549666,off stump,yorker,0,Block Shot Forward
79.13243885794289,leg stump,full pitched,1,Drive On
129.71515921972502,middle stump,short pitched,1,Late Cut
70.45554254615968,off stump,bouncer,1,Pull Shot
84.47272462757488,off stump,yorker,1,Block Shot Forward
119.38604104299276,off stump,yorker,1,Block Shot Forward
132.27056779234238,leg stump,good length,0,Back-Foot Leg Glance
128.67651335523405,leg stump,yorker,1,Leg Glance
90.18423785145038,middle stump,bouncer,0,Pull Shot
134.09612992127825,off stump,yorker,0,Block Shot Forward
91.352417874712,off stump,good length,0,Square Cut
99.2859728343341,leg stump,yorker,0,Back-Foot Leg Glance
137.18422646062217,middle stump,yorker,0,Straight Drive
128.4669609142493,middle stump,good length,1,Late Cut
146.430106944476,off stump,yorker,1,Block Shot Forward
129.1851603070309,leg stump,full pitched,1,Lofted Drive On
121.14777430019245,off stump,yorker,1,Block Shot Forward
78.43072910452833,leg stump,short pitched,1,Pull Shot
103.09442227534902,middle stump,short pitched,1,Upper Cut
93.86821309135529,off stump,full pitched,0,Lofted Drive Off
91.95906790411752,off stump,yorker,1,Block Shot Forward
157.5709499277201,off stump,bouncer,1,Hook Shot
105.37879522000844,middle stump,yorker,1,Straight Drive
150.2841899659402,off stump,short pitched,1,Cut
126.80247633975367,middle stump,good length,1,Upper Cut
141.53301731874836,leg stump,full pitched,0,Lofted Drive On
115.23733837946729,middle stump,good length,0,Upper Cut
121.92134961637231,leg stump,bouncer,0,Pull Shot
114.32659244369775,middle stump,yorker,1,Straight Drive
87.571868901824,middle stump,bouncer,1,Pull Shot
135.02069037353547,off stump,good length,1,Back-Foot Drive
95.26951261967702,middle stump,yorker,0,Straight Drive
72.18843697883085,off stump,bouncer,0,Pull Shot
128.0925066316451,leg stump,short pitched,1,Pull Shot
85.9399611466344,leg stump,short pitched,1,Pull Shot
154.6412725917623,off stump,full pitched,0,Drive Off
155.85357193023287,leg stump,short pitched,0,Pull Shot
152.33779511984037,middle stump,short pitched,0,Hook Shot
103.31428302299,off stump,good length,1,Square Cut
71.39109548759807,off stump,short pitched,0,Cut
153.54867063289527,off stump,short pitched,1,Cut
108.53657334855829,leg stump,good length,1,Leg Glance
156.99893371393026,leg stump,short pitched,1,Pull Shot
156.72579793803277,middle stump,short pitched,0,Hook Shot
146.7708509920624,middle stump,full pitched,0,Drive Straight
96.5004002862627,off stump,short pitched,0,Cut
104.65879557417327,middle stump,short pitched,0,Upper Cut
146.6023004365171,leg stump,full pitched,1,Drive On
98.52298046406499,middle stump,good length,1,Late Cut
85.25434720174832,leg stump,short pitched,1,Pull Shot
120.11211362125152,middle stump,bouncer,1,Pull Shot
154.25392967447027,leg stump,good length,0,Back-Foot Leg Glance
132.64268170074757,leg stump,good length,1,Back-Foot Leg Glance
121.30550530804285,middle stump,short pitched,0,Late Cut
78.74588443936916,middle stump,full pitched,1,Sweep
125.35065040292528,leg stump,good length,0,Leg Glance
159.1048465093837,off stump,full pitched,1,Drive Off
82.60756137128716,middle stump,bouncer,1,Pull Shot
116.64966871273631,leg stump,full pitched,0,Drive On
148.96357647351599,middle stump,yorker,1,Straight Drive
136.6691755978784,middle stump,full pitched,0,Drive Straight
132.73141668957413,middle stump,good length,1,Lofted Straight Drive
133.22356755883982,middle stump,full pitched,0,Drive Straight
102.35420360977797,middle stump,full pitched,0,Drive Straight
96.4232659838044,off stump,yorker,0,Block Shot Forward
142.84250399306623,off stump,yorker,0,Block Shot Forward
142.91020552112627,off stump,short pitched,1,Cut
148.03650867220932,leg stump,good length,0,Back-Foot Leg Glance
152.19164973008242,off stump,short pitched,0,Cut
116.0208158974844,off stump,yorker,0,Block Shot Forward
115.13646652184796,leg stump,full pitched,0,Lofted Drive On
141.84656610700978,off stump,yorker,1,Block Shot Forward
128.49675376999886,middle stump,bouncer,0,Pull Shot
133.1770189531933,off stump,full pitched,1,Drive Off
141.6213402492491,off stump,short pitched,1,Cut
150.10048076358095,off stump,full pitched,0,Drive Off
100.41956411663823,middle stump,bouncer,0,Pull Shot
103.80246573759496,middle stump,yorker,0,Straight Drive
78.45837458567821,middle stump,good length,0,Late Cut
122.04521268965566,middle stump,good length,1,Drive Cover
73.23480464170679,leg stump,good length,1,Leg Glance
111.90382163192142,middle stump,yorker,0,Straight Drive
118.8380171236819,middle stump,good length,0,Drive Cover
95.7887126915456,middle stump,bouncer,1,Pull Shot
123.17499345121097,middle stump,yorker,1,Straight Drive
72.74502249451444,leg stump,good length,0,Leg Glance
73.3613369874293,off stump,short pitched,0,Cut
144.03405045936924,off stump,yorker,0,Block Shot Forward
102.41715772701366,middle stump,yorker,0,Straight Drive
81.43544613866963,middle stump,full pitched,0,Slog
117.00189340493239,middle stump,good length,0,Late Cut
139.29941977887498,off stump,short pitched,1,Cut
89.42389247471588,off stump,bouncer,1,Pull Shot
126.06014282371002,middle stump,yorker,1,Straight Drive
77.68127184943911,off stump,bouncer,1,Pull Shot
74.6513549051747,leg stump,bouncer,0,Pull Shot
117.82191684113332,middle stump,bouncer,0,Pull Shot
118.65716094490958,middle stump,full pitched,1,Drive Straight
127.3686911348386,leg stump,bouncer,0,Pull Shot
135.34822003503956,leg stump,good length,0,Back-Foot Leg Glance
157.8266871516281,off stump,good length,0,Back-Foot Drive
116.46703134710758,leg stump,short pitched,1,Pull Shot
99.06608256471213,middle stump,short pitched,1,Late Cut
141.56675752918335,off stump,bouncer,1,Hook Shot
94.37490261358668,leg stump,bouncer,1,Pull Shot
109.50742786350725,off stump,full pitched,1,Drive Off
77.06107432080394,off stump,bouncer,1,Pull Shot
72.28156690739118,off stump,bouncer,1,Pull Shot
156.63835732101325,off stump,bouncer,0,Hook Shot
145.23821084609853,leg stump,yorker,1,Leg Glance
132.6376785484328,middle stump,yorker,0,Straight Drive
106.80576499728429,middle stump,full pitched,0,Drive Straight
85.59648880637612,leg stump,full pitched,1,Lofted Drive On
84.07933384039774,middle stump,good length,0,Late Cut
92.52186083481358,off stump,full pitched,0,Lofted Drive Off
119.43039982355084,off stump,good length,1,Square Cut
134.3136330430056,off stump,bouncer,0,Hook Shot
129.4177639045958,leg stump,full pitched,1,Drive On
95.19405072513486,off stump,full pitched,0,Lofted Drive Off
155.93787525968747,off stump,full pitched,0,Lofted Drive Off
136.41072250261917,leg stump,good length,0,Back-Foot Leg Glance
119.89186472602606,off stump,good length,0,Square Cut
125.05486716109169,off stump,short pitched,1,Cut
107.7640056185011,middle stump,good length,1,Late Cut
92.29578905510417,leg stump,good length,1,Leg Glance
102.03754107861354,off stump,yorker,0,Block Shot Forward
138.20614994179323,off stump,full pitched,0,Drive Off
71.29541397667803,off stump,good length,0,Square Cut
80.44653764562246,off stump,full pitched,0,Lofted Drive Off
74.14023778195775,middle stump,full pitched,1,Slog
73.66559220870731,middle stump,yorker,0,Straight Drive
146.99145256099064,middle stump,full pitched,1,Drive Straight
133.32920734420213,middle stump,good length,0,Lofted Straight Drive
112.67564461785926,leg stump,full pitched,0,Drive On
78.80507445859013,off stump,short pitched,1,Cut
114.24542876051491,middle stump,short pitched,1,Late Cut
112.61245937025092,off stump,yorker,1,Block Shot Forward
85.58816829190137,leg stump,good length,1,Leg Glance
109.04664843141757,off stump,yorker,0,Block Shot Forward
105.86542609576361,off stump,short pitched,1,Cut
125.42650882469948,middle stump,good length,1,Drive Cover
127.15842857808795,middle stump,full pitched,0,Drive Straight
74.077360879484,leg stump,good length,0,Leg Glance
103.7151353163824,off stump,bouncer,0,Pull Shot
126.32739241428128,middle stump,good length,0,Late Cut
115.2822632722079,middle stump,full pitched,1,Drive Straight
147.084085706949,middle stump,bouncer,1,Hook Shot
129.28242684570506,leg stump,yorker,0,Leg Glance
84.66409843732868,off stump,good length,1,Square Cut
76.35118726603869,middle stump,yorker,1,Straight Drive
127.8177350385684,off stump,good length,0,Square Cut
72.38601794874596,leg stump,short pitched,1,Pull Shot
122.7198023146117,off stump,short pitched,1,Cut
154.62072172824617,middle stump,full pitched,0,Drive Straight
121.7926760088291,off stump,short pitched,1,Cut
104.93529335858697,off stump,bouncer,1,Pull Shot
127.89593965981179,leg stump,bouncer,0,Pull Shot
111.2427601442365,leg stump,good length,1,Leg Glance
119.10551103843414,off stump,yorker,0,Block Shot Forward
154.73183278988728,off stump,bouncer,0,Hook Shot
104.74923740206968,off stump,good length,0,Square Cut
156.50715074415228,leg stump,yorker,0,Leg Glance
151.48155777604575,leg stump,short pitched,0,Pull Shot
87.62120213103668,off stump,good length,0,Square Cut
76.24251707876489,leg stump,yorker,1,Leg Glance
79.07002012396839,middle stump,full pitched,0,Reverse Sweep
71.63996430863948,leg stump,full pitched,1,Lofted Drive On
78.49986646803356,leg stump,bouncer,0,Pull Shot
131.4706096074721,leg stump,yorker,0,Back-Foot Leg Glance
76.40697836142061,middle stump,full pitched,0,Slog
98.70780672643852,middle stump,bouncer,1,Pull Shot
146.0387779872509,middle stump,good length,1,Lofted Straight Drive
72.09447421622433,off stump,good length,0,Square Cut
143.30216343300424,off stump,yorker,1,Block Shot Forward
95.366929729606,middle stump,yorker,0,Straight Drive
80.63483448594906,off stump,yorker,0,Block Shot Forward
132.70634488277355,off stump,yorker,1,Block Shot Forward
126.60485621018955,off stump,full pitched,0,Drive Off
148.97248121743476,middle stump,full pitched,0,Drive Straight
136.15639394234972,leg stump,bouncer,1,Hook Shot
142.31328373463637,middle stump,full pitched,0,Drive Straight
95.38311153141758,middle stump,good length,0,Upper Cut
85.96955894017505,off stump,bouncer,1,Pull Shot
137.55532764767725,off stump,full pitched,1,Drive Off
142.61512653405376,leg stump,yorker,0,Back-Foot Leg Glance
159.1454627800606,leg stump,full pitched,0,Drive On
107.13559092202838,leg stump,short pitched,1,Pull Shot
103.48162772135049,leg stump,bouncer,1,Pull Shot
139.87716646677973,middle stump,full pitched,0,Drive Straight
100.6723186227716,leg stump,full pitched,1,Lofted Drive On
153.76815930432082,middle stump,good length,1,Lofted On Drive
147.25714766587106,off stump,yorker,1,Block Shot Forward
108.60946246375165,leg stump,yorker,0,Back-Foot Leg Glance
137.57839610123477,off stump,good length,0,Back-Foot Drive
137.90885866762142,off stump,good length,0,Back-Foot Drive
79.28114819523394,middle stump,short pitched,0,Upper Cut
151.229761601161,leg stump,bouncer,0,Hook Shot
115.47271352030714,middle stump,yorker,1,Straight Drive
144.38117194969675,off stump,good length,1,Back-Foot Drive
98.80446409275505,leg stump,good length,1,Leg Glance
150.59709056465806,off stump,bouncer,0,Hook Shot
105.02815108607467,off stump,good length,0,Square Cut
70.97538863322686,leg stump,short pitched,1,Pull Shot
151.48437787773372,leg stump,bouncer,1,Hook Shot
78.21580091075202,leg stump,short pitched,1,Pull Shot
98.73822738313734,middle stump,full pitched,1,Reverse Sweep
155.50557703457244,middle stump,yorker,0,Straight Drive
155.55464322438004,off stump,good length,0,Back-Foot Drive
121.60940993109574,leg stump,bouncer,1,Pull Shot
126.86534909528194,off stump,short pitched,0,Cut
110.36009697804877,off stump,yorker,0,Block Shot Forward
96.3889694528258,off stump,yorker,0,Block Shot Forward
99.57980908329243,off stump,good length,0,Square Cut
130.52666104693344,off stump,yorker,1,Block Shot Forward
137.7137076493912,leg stump,good length,1,Back-Foot Leg Glance
141.24211393532636,middle stump,full pitched,0,Drive Straight
141.06563285150986,leg stump,good length,1,Back-Foot Leg Glance
78.20854927438214,leg stump,short pitched,0,Pull Shot
114.49782742323234,leg stump,yorker,1,Back-Foot Leg Glance
75.18028840149799,middle stump,yorker,1,Straight Drive
119.45759940913621,middle stump,yorker,1,Straight Drive
109.73774512360393,middle stump,good length,1,Late Cut
149.89337644824698,leg stump,bouncer,1,Hook Shot
101.58235112968708,middle stump,good length,1,Drive Cover
80.53603147848453,off stump,short pitched,1,Cut
82.86925138475523,middle stump,good length,0,Drive Cover
138.5359568545725,leg stump,yorker,1,Leg Glance
125.6396256984635,leg stump,full pitched,0,Lofted Drive On
79.10104085105112,off stump,short pitched,1,Cut
77.56961255034977,middle stump,full pitched,1,Reverse Sweep
133.0872218313208,middle stump,short pitched,1,Hook Shot
76.54867057277741,off stump,short pitched,0,Cut
143.96740533613206,leg stump,yorker,0,Leg Glance
133.56180044408467,leg stump,good length,0,Back-Foot Leg Glance
77.32139025777099,middle stump,yorker,0,Straight Drive
77.63539426766727,middle stump,yorker,0,Straight Drive
158.7975620651058,middle stump,yorker,1,Straight Drive
103.68437161805083,middle stump,full pitched,0,Drive Straight
103.35779323602019,middle stump,short pitched,0,Upper Cut
143.15196105317523,leg stump,bouncer,0,Hook Shot
155.25237196454728,leg stump,good length,1,Back-Foot Leg Glance
158.74009574405838,leg stump,yorker,1,Back-Foot Leg Glance
137.80403667330475,leg stump,short pitched,1,Pull Shot
103.86336269778242,off stump,good length,0,Square Cut
77.5150645028802,leg stump,bouncer,1,Pull Shot
139.94322243346932,off stump,bouncer,0,Hook Shot
120.25638247622246,leg stump,yorker,1,Back-Foot Leg Glance
108.17998083222787,middle stump,bouncer,1,Pull Shot
151.57189465852622,middle stump,bouncer,1,Hook Shot
80.00777340755363,middle stump,good length,1,Upper Cut
114.33625938617732,off stump,good length,1,Square Cut
71.02182802906772,leg stump,yorker,0,Leg Glance
112.17945777947136,leg stump,short pitched,0,Pull Shot
75.06729481136536,off stump,yorker,1,Block Shot Forward
80.69361246412647,off stump,full pitched,0,Lofted Drive Off
80.57736220993944,off stump,bouncer,1,Pull Shot
128.42892719044573,off stump,short pitched,1,Cut
137.1440391338881,off stump,good length,1,Back-Foot Drive
122.50318885874437,middle stump,full pitched,1,Drive Straight
156.59552936270876,leg stump,full pitched,1,Drive On
103.73835215713336,off stump,bouncer,1,Pull Shot
95.71408776536747,middle stump,good length,1,Upper Cut
148.17392153705143,off stump,short pitched,0,Cut
90.12362546675074,middle stump,good length,0,Late Cut
156.690028549655,off stump,bouncer,1,Hook Shot
71.09390272208347,leg stump,full pitched,0,Drive On
157.2890944036875,off stump,bouncer,1,Hook Shot
73.88439207555184,off stump,yorker,0,Block Shot Forward
150.2028802328264,leg stump,full pitched,0,Drive On
117.49309981776699,leg stump,bouncer,1,Pull Shot
159.36683165073703,off stump,short pitched,1,Cut
76.6416908261859,leg stump,short pitched,0,Pull Shot
119.84688559611888,leg stump,short pitched,1,Pull Shot
157.2372282057189,middle stump,yorker,0,Straight Drive
117.0788059753134,leg stump,good length,1,Leg Glance
126.64587743217362,leg stump,short pitched,0,Pull Shot
132.61738200861555,off stump,yorker,0,Block Shot Forward
110.9086958290996,off stump,short pitched,0,Cut
126.48022720756572,middle stump,yorker,1,Straight Drive
122.58828807307901,off stump,short pitched,0,Cut
151.10422094418902,leg stump,good length,1,Back-Foot Leg Glance
74.09017423073121,leg stump,bouncer,1,Pull Shot
95.28668706330073,leg stump,short pitched,1,Pull Shot
155.53703356689027,off stump,bouncer,1,Hook Shot
150.12374055018248,leg stump,short pitched,1,Pull Shot
111.00910775071416,leg stump,good length,0,Leg Glance
125.8119338021383,middle stump,bouncer,1,Pull Shot
94.96430646830194,middle stump,yorker,1,Straight Drive
86.93090437513851,middle stump,short pitched,0,Late Cut
111.7328564445984,off stump,short pitched,0,Cut
101.80170052234476,leg stump,yorker,1,Leg Glance
122.52905006657849,leg stump,good length,1,Leg Glance
76.99611732684863,leg stump,full pitched,1,Lofted Drive On
157.69553268995497,middle stump,short pitched,0,Hook Shot
158.75896700316426,leg stump,yorker,1,Leg Glance
132.83455426177707,leg stump,full pitched,1,Drive On
118.24867297097083,leg stump,short pitched,0,Pull Shot
97.8574854657695,leg stump,bouncer,0,Pull Shot
143.24155177362536,leg stump,yorker,0,Back-Foot Leg Glance
131.62580552984912,off stump,bouncer,1,Hook Shot
84.63552454104021,leg stump,good length,1,Leg Glance
151.98344660444582,off stump,full pitched,1,Drive Off
144.02835186308522,leg stump,yorker,0,Leg Glance
155.48199219627315,off stump,short pitched,0,Cut
135.3147557549524,leg stump,short pitched,1,Pull Shot
125.20736763422109,leg stump,full pitched,0,Lofted Drive On
107.6418732661557,leg stump,bouncer,0,Pull Shot
153.9455635018612,leg stump,bouncer,0,Hook Shot
147.94575005503674,middle stump,yorker,0,Straight Drive
74.06968030955704,leg stump,yorker,1,Back-Foot Leg Glance
72.37302770475269,off stump,bouncer,1,Pull Shot
103.88170301902446,middle stump,yorker,0,Straight Drive
142.94979977036496,middle stump,bouncer,0,Hook Shot
158.854851638345,leg stump,full pitched,0,Drive On
83.53752019931754,off stump,yorker,0,Block Shot Forward
123.47176438169217,off stump,bouncer,0,Pull Shot
104.28017709679193,middle stump,yorker,1,Straight Drive
157.2922958033143,off stump,short pitched,0,Cut
145.79070308221378,leg stump,short pitched,1,Pull Shot
145.4495834240024,leg stump,good length,1,Back-Foot Leg Glance
112.18238438154732,leg stump,bouncer,0,Pull Shot
107.33375521038987,leg stump,good length,1,Leg Glance
94.60663647376356,leg stump,bouncer,0,Pull Shot
